Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,credit_limit_usage,avg_balance,trans_per_month,avg_amt_per_trans,tenure_category
42,5,31,5,3,2,6748.0,1467,5281.0,0.831,1201,42,0.68,0.217,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.21739774748073504,0.782602252519265,1.3548387096774193,28.595238095238095,2-3 Years
65,1,54,6,2,3,9095.0,1587,7508.0,1.433,1314,26,1.364,0.174,0,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,0.17449147883452445,0.8255085211654756,0.48148148148148145,50.53846153846154,4-5 Years
56,1,36,3,6,0,11751.0,0,11751.0,3.397,1539,17,3.25,0.0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,1.0,0.4722222222222222,90.52941176470588,2-3 Years
35,3,30,5,1,3,8547.0,1666,6881.0,1.163,1311,33,2.0,0.195,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.19492219492219492,0.8050778050778051,1.1,39.72727272727273,2-3 Years
57,2,48,5,2,2,2436.0,680,1756.0,1.19,1570,29,0.611,0.279,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.2791461412151067,0.7208538587848933,0.6041666666666666,54.13793103448276,3-4 Years
44,4,37,5,1,2,4234.0,972,3262.0,1.707,1348,27,1.7,0.23,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0.2295701464336325,0.7704298535663675,0.7297297297297297,49.925925925925924,3-4 Years
48,4,36,6,2,3,30367.0,2362,28005.0,1.708,1671,27,0.929,0.078,0,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0.07778180261468041,0.9222181973853196,0.75,61.888888888888886,2-3 Years
41,3,34,4,4,1,13535.0,1291,12244.0,0.653,1028,21,1.625,0.095,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.095382342076099,0.904617657923901,0.6176470588235294,48.95238095238095,2-3 Years
61,1,56,2,2,3,3193.0,2517,676.0,1.831,1336,30,1.143,0.788,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.7882868775446289,0.21171312245537113,0.5357142857142857,44.53333333333333,4-5 Years
45,2,37,6,1,2,14470.0,1157,13313.0,0.966,1207,21,0.909,0.08,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.07995853489979267,0.9200414651002073,0.5675675675675675,57.476190476190474,3-4 Years
47,1,42,5,2,0,20979.0,1800,19179.0,0.906,1178,27,0.929,0.086,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0858000858000858,0.9141999141999142,0.6428571428571429,43.629629629629626,3-4 Years
62,0,49,2,3,3,1438.3,0,1438.3,1.047,692,16,0.6,0.0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,1.0,0.32653061224489793,43.25,4-5 Years
41,3,33,4,2,1,4470.0,680,3790.0,1.608,931,18,1.571,0.152,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.15212527964205816,0.8478747203579419,0.5454545454545454,51.72222222222222,2-3 Years
47,4,36,3,3,2,2492.0,1560,932.0,0.573,1126,23,0.353,0.626,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0.6260032102728732,0.3739967897271268,0.6388888888888888,48.95652173913044,2-3 Years
54,2,42,4,2,3,12217.0,0,12217.0,1.075,1110,21,0.75,0.0,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.0,1.0,0.5,52.857142857142854,3-4 Years
41,3,28,6,1,2,7768.0,1669,6099.0,0.797,1051,22,0.833,0.215,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.21485581874356333,0.7851441812564367,0.7857142857142857,47.77272727272727,2-3 Years
59,1,46,4,1,2,14784.0,1374,13410.0,0.921,1197,23,1.3,0.093,0,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0.0929383116883117,0.9070616883116883,0.5,52.04347826086956,3-4 Years
63,1,56,3,3,2,10215.0,1010,9205.0,0.843,1904,40,1.0,0.099,0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0.09887420460107685,0.9011257953989231,0.7142857142857143,47.6,4-5 Years
44,3,34,5,2,2,10100.0,0,10100.0,0.525,1052,18,1.571,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0.0,1.0,0.5294117647058824,58.44444444444444,2-3 Years
47,4,42,6,0,0,4785.0,1362,3423.0,0.739,1045,38,0.9,0.285,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.2846394984326019,0.7153605015673982,0.9047619047619048,27.5,3-4 Years
53,3,33,3,2,3,2753.0,1811,942.0,0.977,1038,25,2.571,0.658,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.6578278241917908,0.34217217580820924,0.7575757575757576,41.52,2-3 Years
53,2,48,2,5,1,2451.0,1690,761.0,1.323,1596,26,1.6,0.69,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.689514483884129,0.31048551611587105,0.5416666666666666,61.38461538461539,3-4 Years
41,4,36,4,1,2,8923.0,2517,6406.0,1.726,1589,24,1.667,0.282,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.2820800179311891,0.7179199820688109,0.6666666666666666,66.20833333333333,2-3 Years
53,2,38,5,2,3,2650.0,1490,1160.0,1.75,1411,28,1.0,0.562,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5622641509433962,0.4377358490566038,0.7368421052631579,50.392857142857146,3-4 Years
58,0,49,6,2,2,12555.0,1696,10859.0,0.519,1291,24,0.714,0.135,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.13508562325766627,0.8649143767423337,0.4897959183673469,53.791666666666664,4-5 Years
55,1,36,4,2,1,3520.0,1914,1606.0,0.51,1407,43,0.483,0.544,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.54375,0.45625,1.1944444444444444,32.72093023255814,2-3 Years
55,3,36,6,2,3,3035.0,2298,737.0,1.724,1877,37,1.176,0.757,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.757166392092257,0.242833607907743,1.0277777777777777,50.729729729729726,2-3 Years
42,4,36,2,3,3,15433.0,0,15433.0,0.865,966,22,1.2,0.0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0.0,1.0,0.6111111111111112,43.90909090909091,2-3 Years
57,1,49,3,3,2,3672.0,886,2786.0,1.32,1464,28,0.556,0.241,0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0.24128540305010893,0.7587145969498911,0.5714285714285714,52.285714285714285,4-5 Years
66,0,56,5,4,3,7882.0,605,7277.0,1.052,704,16,0.143,0.077,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.07675716823141335,0.9232428317685867,0.2857142857142857,44.0,4-5 Years
45,3,41,2,2,2,32426.0,578,31848.0,1.042,1109,28,0.474,0.018,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.017825201998396347,0.9821747980016037,0.6829268292682927,39.607142857142854,3-4 Years
51,2,44,4,1,0,6205.0,2204,4001.0,0.803,1347,28,0.556,0.355,0,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,0.35519742143432714,0.6448025785656728,0.6363636363636364,48.107142857142854,3-4 Years
50,1,43,3,2,3,17304.0,2517,14787.0,1.449,1756,33,1.2,0.145,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.14545769764216365,0.8545423023578363,0.7674418604651163,53.21212121212121,3-4 Years
49,3,37,5,2,1,3906.0,0,3906.0,1.214,1756,32,1.0,0.0,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0,1.0,0.8648648648648649,54.875,3-4 Years
38,4,28,2,3,3,9830.0,2055,7775.0,0.977,1042,23,0.917,0.209,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.20905391658189218,0.7909460834181078,0.8214285714285714,45.30434782608695,2-3 Years
49,4,30,3,2,3,34516.0,0,34516.0,1.621,1444,28,1.333,0.0,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0.0,1.0,0.9333333333333333,51.57142857142857,2-3 Years
56,2,45,6,2,0,2283.0,1430,853.0,2.316,1741,27,0.588,0.626,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.6263688129653964,0.3736311870346036,0.6,64.48148148148148,3-4 Years
59,1,52,3,2,2,2548.0,2020,528.0,2.357,1719,27,1.7,0.793,0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.792778649921507,0.20722135007849293,0.5192307692307693,63.666666666666664,4-5 Years
46,3,40,4,3,3,19458.0,1435,18023.0,0.787,1217,27,0.8,0.074,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.07374858669955803,0.926251413300442,0.675,45.074074074074076,3-4 Years
52,1,40,5,1,1,4745.0,1227,3518.0,0.624,1140,40,0.6,0.259,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.2585879873551106,0.7414120126448893,1.0,28.5,3-4 Years
52,3,41,6,3,2,2622.0,1549,1073.0,1.321,1878,30,1.143,0.591,0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0.5907704042715485,0.4092295957284516,0.7317073170731707,62.6,3-4 Years
54,1,40,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,0.562,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.561774316901898,0.4382256830981019,0.475,37.10526315789474,3-4 Years
66,0,54,3,4,2,3171.0,2179,992.0,1.224,1946,38,1.923,0.687,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.6871649321980448,0.31283506780195525,0.7037037037037037,51.21052631578947,4-5 Years
49,2,36,4,2,0,19763.0,2517,17246.0,0.664,1414,35,0.25,0.127,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0.12735920659818853,0.8726407934018114,0.9722222222222222,40.4,2-3 Years
56,2,36,1,3,3,15769.0,0,15769.0,1.041,602,15,0.364,0.0,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.4166666666666667,40.13333333333333,2-3 Years
49,4,36,6,4,2,3298.0,2200,1098.0,0.678,1052,32,0.6,0.667,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.667070952092177,0.3329290479078229,0.8888888888888888,32.875,2-3 Years
49,3,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.8433261955745895,0.15667380442541043,1.1111111111111112,32.375,2-3 Years
56,2,50,4,2,3,4458.0,1880,2578.0,1.107,1424,29,1.417,0.422,0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,0.4217137729923733,0.5782862270076268,0.58,49.10344827586207,4-5 Years
44,5,35,4,1,2,6273.0,978,5295.0,2.275,1359,25,1.083,0.156,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.1559062649450024,0.8440937350549976,0.7142857142857143,54.36,2-3 Years
42,2,34,4,4,3,3336.0,1753,1583.0,0.69,1168,27,1.25,0.525,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.5254796163069544,0.47452038369304556,0.7941176470588235,43.25925925925926,2-3 Years
55,3,47,4,2,3,3436.0,2016,1420.0,0.901,1097,33,0.833,0.587,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.5867287543655413,0.41327124563445866,0.7021276595744681,33.24242424242424,3-4 Years
48,2,35,2,4,4,34516.0,0,34516.0,0.763,691,15,0.5,0.0,1,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0.0,1.0,0.42857142857142855,46.06666666666667,2-3 Years
39,1,33,5,3,3,5926.0,1251,4675.0,0.944,1316,28,1.154,0.211,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.21110361120485993,0.78889638879514,0.8484848484848485,47.0,2-3 Years
44,4,32,2,4,2,23957.0,2102,21855.0,0.997,1276,26,0.733,0.088,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.08774053512543306,0.9122594648745669,0.8125,49.07692307692308,2-3 Years
53,2,44,4,2,2,14734.0,1634,13100.0,0.989,1289,23,0.917,0.111,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.11089995927786073,0.8891000407221392,0.5227272727272727,56.04347826086956,3-4 Years
51,4,38,4,1,4,34516.0,1515,33001.0,0.592,1293,32,0.6,0.044,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0.043892687449298876,0.9561073125507011,0.8421052631578947,40.40625,3-4 Years
57,2,52,5,3,3,6584.0,1817,4767.0,0.62,1353,35,0.667,0.276,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.27597205346294046,0.7240279465370595,0.6730769230769231,38.65714285714286,4-5 Years
44,2,20,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.7044145873320538,0.29558541266794625,1.4,40.42857142857143,1-2 Years
49,2,32,2,2,2,1687.0,1107,580.0,1.715,1670,17,2.4,0.656,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.6561944279786603,0.34380557202133966,0.53125,98.23529411764706,2-3 Years
50,2,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.05256916996047431,0.9474308300395257,0.39473684210526316,55.8,3-4 Years
51,4,42,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.051077761038359024,0.948922238961641,0.9761904761904762,37.80487804878049,3-4 Years
55,2,42,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.4666064981949459,0.5333935018050542,0.8571428571428571,42.77777777777778,3-4 Years
54,1,43,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.697594501718213,0.3024054982817869,0.4883720930232558,59.80952380952381,3-4 Years
42,5,37,6,2,2,22913.0,1528,21385.0,0.414,1394,35,0.522,0.067,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0.06668703356173351,0.9333129664382664,0.9459459459459459,39.82857142857143,3-4 Years
44,1,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.07946692991115499,0.920533070088845,0.6857142857142857,55.875,2-3 Years
53,2,36,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.28736722306525037,0.7126327769347496,0.9166666666666666,39.06060606060606,2-3 Years
44,4,36,6,4,2,7000.0,2517,4483.0,0.475,1112,23,1.875,0.36,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.3595714285714286,0.6404285714285715,0.6388888888888888,48.34782608695652,2-3 Years
37,3,29,4,4,2,7038.0,1801,5237.0,0.751,2339,57,0.966,0.256,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.25589656152316,0.74410343847684,1.9655172413793103,41.03508771929825,2-3 Years
49,3,30,6,1,2,2536.0,1823,713.0,0.703,1468,23,0.353,0.719,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7188485804416404,0.2811514195583596,0.7666666666666667,63.82608695652174,2-3 Years
47,2,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,0,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.06570024910047052,0.9342997508995294,0.9210526315789473,38.114285714285714,3-4 Years
47,3,37,4,4,0,8567.0,1695,6872.0,1.242,1457,41,1.412,0.198,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.19785222364888524,0.8021477763511148,1.1081081081081081,35.53658536585366,3-4 Years
44,1,36,6,2,2,34516.0,1533,32983.0,0.924,1603,29,0.526,0.044,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.04441418472592421,0.9555858152740758,0.8055555555555556,55.275862068965516,2-3 Years
55,4,45,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,1,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,0.0,1.0,0.26666666666666666,51.25,3-4 Years
59,1,52,2,3,3,10133.0,1417,8716.0,0.383,1068,20,0.818,0.14,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.13984012631994475,0.8601598736800553,0.38461538461538464,53.4,4-5 Years
53,1,35,5,4,2,34516.0,1219,33297.0,1.129,1590,27,2.0,0.035,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.035316954455904506,0.9646830455440955,0.7714285714285715,58.888888888888886,2-3 Years
52,2,47,5,3,0,3085.0,1910,1175.0,0.921,1531,35,0.667,0.619,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.6191247974068071,0.38087520259319285,0.7446808510638298,43.74285714285714,3-4 Years
53,2,35,4,2,1,19040.0,2056,16984.0,0.607,1212,31,0.722,0.108,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.10798319327731093,0.8920168067226891,0.8857142857142857,39.096774193548384,2-3 Years
43,3,35,5,2,3,4026.0,0,4026.0,0.483,1237,32,0.6,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.0,1.0,0.9142857142857143,38.65625,2-3 Years
44,3,31,4,3,1,12756.0,837,11919.0,1.932,1413,14,1.8,0.066,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.06561618062088428,0.9343838193791157,0.45161290322580644,100.92857142857143,2-3 Years
57,2,45,5,3,3,5266.0,0,5266.0,1.702,1516,29,1.636,0.0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.6444444444444445,52.275862068965516,3-4 Years
51,2,36,3,2,2,9930.0,0,9930.0,0.731,1276,21,1.333,0.0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,1.0,0.5833333333333334,60.76190476190476,2-3 Years
49,4,38,4,3,0,31302.0,1953,29349.0,0.875,1564,35,2.182,0.062,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.06239217941345601,0.937607820586544,0.9210526315789473,44.68571428571428,3-4 Years
45,1,36,4,4,3,6576.0,0,6576.0,0.579,1465,34,0.619,0.0,0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.0,1.0,0.9444444444444444,43.088235294117645,2-3 Years
53,0,42,5,4,1,2664.0,2037,627.0,0.85,1286,29,0.933,0.765,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.7646396396396397,0.23536036036036037,0.6904761904761905,44.3448275862069,3-4 Years
45,3,28,5,1,2,2535.0,2440,95.0,1.705,1312,20,1.222,0.963,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,0.9625246548323472,0.03747534516765286,0.7142857142857143,65.6,2-3 Years
64,1,52,6,4,3,1709.0,895,814.0,1.656,1673,32,0.882,0.524,0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.5236980690462258,0.47630193095377416,0.6153846153846154,52.28125,4-5 Years
45,3,35,5,4,2,3454.0,1200,2254.0,0.597,1313,30,0.304,0.347,0,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.3474232773595831,0.6525767226404169,0.8571428571428571,43.766666666666666,2-3 Years
53,3,35,5,3,2,3789.0,1706,2083.0,1.047,1609,42,0.68,0.45,0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.4502507257851676,0.5497492742148324,1.2,38.30952380952381,2-3 Years
56,3,50,3,2,0,9689.0,2250,7439.0,0.576,1158,19,0.727,0.232,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.23222210754463826,0.7677778924553618,0.38,60.94736842105263,4-5 Years
47,2,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,1,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.29877041659020004,0.7012295834098,0.4864864864864865,46.44444444444444,3-4 Years
49,3,43,4,4,0,23032.0,1960,21072.0,0.619,1289,22,1.0,0.085,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.08509899270580062,0.9149010072941993,0.5116279069767442,58.59090909090909,3-4 Years
41,3,34,5,3,3,34516.0,2053,32463.0,1.034,1487,26,0.733,0.059,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,0.05947966160621161,0.9405203383937883,0.7647058823529411,57.19230769230769,2-3 Years
53,3,34,6,2,2,2940.0,1264,1676.0,0.562,1259,33,0.5,0.43,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.42993197278911566,0.5700680272108843,0.9705882352941176,38.15151515151515,2-3 Years
44,2,32,3,3,3,3031.0,1879,1152.0,0.788,1298,15,1.5,0.62,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.6199274166941603,0.38007258330583965,0.46875,86.53333333333333,2-3 Years
44,3,25,3,3,0,1862.0,0,1862.0,0.883,1226,34,0.789,0.0,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0,1.0,1.36,36.05882352941177,2-3 Years
43,4,33,2,3,3,8358.0,926,7432.0,0.762,1566,37,0.542,0.111,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.1107920555156736,0.8892079444843264,1.121212121212121,42.32432432432432,2-3 Years
53,2,36,6,1,2,34516.0,931,33585.0,0.828,1022,21,1.1,0.027,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.02697299802989918,0.9730270019701008,0.5833333333333334,48.666666666666664,2-3 Years
44,1,36,5,2,3,14450.0,2440,12010.0,1.283,1235,30,0.667,0.169,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.16885813148788928,0.8311418685121107,0.8333333333333334,41.166666666666664,2-3 Years
62,1,56,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,0.0,0,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0.0,1.0,0.7857142857142857,44.34090909090909,4-5 Years
54,4,36,6,3,2,33791.0,1960,31831.0,0.618,1047,31,0.824,0.058,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058003610428812406,0.9419963895711876,0.8611111111111112,33.774193548387096,2-3 Years
57,4,39,4,3,0,8466.0,1886,6580.0,0.56,1342,32,0.391,0.223,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.22277344672808883,0.7772265532719111,0.8205128205128205,41.9375,3-4 Years
